,producto,fecha,pais,transporte,kg,tipo
110,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Reino Unido,Carretera,1076945.1,import
111,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Reino Unido,Carretera,132591.0,import
113,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Reino Unido,Aire,3.0,import
127,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Irlanda,Marítimo,265.5,import
141,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Dinamarca,Marítimo,812220.0,import
142,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Dinamarca,Marítimo,817780.0,import
143,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Dinamarca,Marítimo,550000.0,import
144,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Dinamarca,Marítimo,365525.0,import
145,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Dinamarca,Marítimo,26620.0,import
146,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Dinamarca,Marítimo,27240.0,import
148,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Dinamarca,Carretera,24704.0,import
149,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Dinamarca,Carretera,77000.0,import
150,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Dinamarca,Carretera,270450.0,import
151,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Dinamarca,Carretera,370443.0,import
152,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Dinamarca,Carretera,170443.41,import
153,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Dinamarca,Carretera,24000.0,import
164,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Grecia,Carretera,46250.0,import
165,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Grecia,Carretera,13000.0,import
176,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Portugal,Marítimo,15400.0,import
183,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Portugal,Carretera,184525.0,import
184,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Portugal,Carretera,206820.0,import
185,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Portugal,Carretera,718964.63,import
186,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Portugal,Carretera,783497.5,import
187,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Portugal,Carretera,157536.63,import
188,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Portugal,Carretera,7306000.25,import
198,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Bélgica,Marítimo,1800.0,import
200,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Bélgica,Marítimo,900.0,import
201,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Bélgica,Marítimo,900.0,import
204,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Bélgica,Carretera,788278.0,import
205,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Bélgica,Carretera,1699176.0,import
206,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Bélgica,Carretera,1854435.0,import
207,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Bélgica,Carretera,4428651.95,import
208,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Bélgica,Carretera,4426518.0,import
209,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Bélgica,Carretera,1810937.0,import
218,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Luxemburgo,Carretera,655070.0,import
219,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Luxemburgo,Carretera,539650.0,import
220,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Luxemburgo,Carretera,554895.0,import
221,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Luxemburgo,Carretera,459154.0,import
222,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Luxemburgo,Carretera,295000.0,import
223,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Luxemburgo,Carretera,49200.0,import
232,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Suecia,Marítimo,127000.0,import
233,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Suecia,Marítimo,49800.0,import
234,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Suecia,Marítimo,52000.0,import
235,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Suecia,Marítimo,78000.0,import
236,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Suecia,Marítimo,26000.0,import
239,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Suecia,Carretera,11.0,import
240,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Suecia,Carretera,31.0,import
242,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Suecia,Carretera,11.0,import
243,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Suecia,Carretera,22.0,import
244,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Suecia,Carretera,20.0,import
254,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Suiza,Carretera,22000.0,import
255,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Suiza,Carretera,12100.0,import
271,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Malta,Marítimo,25000.0,import
281,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Polonia,Carretera,90000.0,import
299,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Hungría,Carretera,900.0,import
311,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Georgia,Carretera,1440.0,import
324,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Marruecos,Marítimo,169971.0,import
325,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Marruecos,Marítimo,1859352.0,import
326,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Marruecos,Marítimo,1668617.0,import
327,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Marruecos,Marítimo,1482336.0,import
328,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Marruecos,Marítimo,481968.0,import
330,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Marruecos,Carretera,192880.0,import
331,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Marruecos,Carretera,63764.0,import
332,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Marruecos,Carretera,62600.0,import
333,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Marruecos,Carretera,58400.0,import
334,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Marruecos,Carretera,149905.0,import
335,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Marruecos,Carretera,55645.0,import
344,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Argelia,Marítimo,139320.0,import
345,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Argelia,Marítimo,248480.0,import
346,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Argelia,Marítimo,73400.0,import
361,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Egipto,Marítimo,25000.0,import
363,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Egipto,Marítimo,51200.0,import
377,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Camerún,Carretera,23940.0,import
389,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Estados Unidos,Carretera,1800.0,import
400,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, México,Carretera,4.5,import
402,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, México,Carretera,13.5,import
405,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, México,Carretera,27.0,import
417,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Perú,Carretera,3.0,import
419,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Perú,Carretera,3.0,import
428,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Chipre,Marítimo,101600.0,import
429,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Chipre,Marítimo,49800.0,import
430,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Chipre,Marítimo,52500.0,import
432,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Chipre,Marítimo,24000.0,import
433,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Chipre,Marítimo,50000.0,import
446,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Líbano,Carretera,108.0,import
457,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Israel,Marítimo,216000.0,import
458,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Israel,Marítimo,7029500.0,import
459,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Israel,Marítimo,3364200.0,import
460,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Israel,Marítimo,378000.0,import
461,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Israel,Marítimo,216000.0,import
474,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Nueva Zelanda,Carretera,23750.0,import
488,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Países y territorios no determinados.Intraco.,Marítimo,500.0,import
36,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Francia,Marítimo,10500.0,import
43,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Francia,Carretera,77198518.06,import
44,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Francia,Carretera,52896893.08,import
45,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Francia,Carretera,24806799.23,import
46,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Francia,Carretera,7803967.99,import
47,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Francia,Carretera,4498361.6,import
48,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Francia,Carretera,30433346.85,import
57,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Países Bajos,Marítimo,87500.0,import
58,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Países Bajos,Marítimo,190000.0,import
60,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Países Bajos,Marítimo,256.0,import
62,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Países Bajos,Marítimo,95050.0,import
64,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Países Bajos,Carretera,11028529.45,import
65,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Países Bajos,Carretera,5934813.85,import
66,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Países Bajos,Carretera,2093912.5,import
67,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Países Bajos,Carretera,599271.72,import
68,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Países Bajos,Carretera,1116849.45,import
69,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Países Bajos,Carretera,1375470.7,import
78,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Alemania,Marítimo,12100.0,import
79,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Alemania,Marítimo,65300.0,import
80,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Alemania,Marítimo,130.0,import
81,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Alemania,Marítimo,80190.0,import
82,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Alemania,Marítimo,80140.0,import
83,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Alemania,Marítimo,80104.0,import
85,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Alemania,Carretera,1033546.0,import
86,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Alemania,Carretera,557097.5,import
87,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Alemania,Carretera,1311.0,import
88,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Alemania,Carretera,1081818.0,import
89,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Alemania,Carretera,303805.4,import
90,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Alemania,Carretera,5719.0,import
92,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Alemania,Aire,133.0,import
93,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Alemania,Aire,51.0,import
94,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Alemania,Aire,216.0,import
95,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Alemania,Aire,660.0,import
106,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Italia,Carretera,173560.0,import
107,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Italia,Carretera,23390.0,import
108,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Italia,Carretera,3965.0,import
109,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Italia,Carretera,46880.0,import
110,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Italia,Carretera,68335.0,import
111,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Italia,Carretera,18676.0,import
120,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Reino Unido,Marítimo,9306365.0,import
121,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Reino Unido,Marítimo,10037023.0,import
122,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Reino Unido,Marítimo,4862997.0,import
123,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Reino Unido,Marítimo,275000.0,import
124,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Reino Unido,Marítimo,25000.0,import
125,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Reino Unido,Marítimo,10371142.2,import
127,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Reino Unido,Carretera,647083.08,import
128,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Reino Unido,Carretera,588646.41,import
129,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Reino Unido,Carretera,177368.08,import
130,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Reino Unido,Carretera,167426.59,import
131,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Reino Unido,Carretera,36426.0,import
132,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Reino Unido,Carretera,797778.66,import
141,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Dinamarca,Marítimo,868530.0,import
142,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Dinamarca,Marítimo,722900.0,import
143,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Dinamarca,Marítimo,245860.0,import
146,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Dinamarca,Marítimo,976413.0,import
148,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Dinamarca,Carretera,24616.0,import
149,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Dinamarca,Carretera,24000.0,import
150,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Dinamarca,Carretera,24010.0,import
151,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Dinamarca,Carretera,48000.0,import
152,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Dinamarca,Carretera,24080.0,import
153,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Dinamarca,Carretera,24636.0,import
162,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Portugal,Marítimo,10100.0,import
169,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Portugal,Carretera,2506996.0,import
170,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Portugal,Carretera,3045797.0,import
171,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Portugal,Carretera,2115507.0,import
172,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Portugal,Carretera,1768087.2,import
173,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Portugal,Carretera,3168227.15,import
174,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Portugal,Carretera,434221.0,import
186,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Bélgica,Marítimo,900.0,import
190,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Bélgica,Carretera,479215.0,import
191,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Bélgica,Carretera,365303.0,import
192,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Bélgica,Carretera,383550.0,import
193,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Bélgica,Carretera,84304.0,import
194,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Bélgica,Carretera,356652.0,import
195,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Bélgica,Carretera,244280.88,import
204,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Luxemburgo,Carretera,124400.0,import
205,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Luxemburgo,Carretera,24820.0,import
207,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Luxemburgo,Carretera,77920.0,import
218,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Suecia,Marítimo,325070.0,import
219,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Suecia,Marítimo,348280.0,import
223,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Suecia,Marítimo,125600.0,import
225,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Suecia,Carretera,31.0,import
226,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Suecia,Carretera,11.0,import
227,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Suecia,Carretera,42.0,import
228,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Suecia,Carretera,22.0,import
230,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Suecia,Carretera,20.0,import
241,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Polonia,Carretera,44380.0,import
242,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Polonia,Carretera,36848.0,import
244,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Polonia,Carretera,22000.0,import
253,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Marruecos,Marítimo,25200.0,import
256,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Marruecos,Marítimo,143817.0,import
257,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Marruecos,Marítimo,169066.0,import
260,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Marruecos,Carretera,67283.0,import
261,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Marruecos,Carretera,58793.0,import
262,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Marruecos,Carretera,61646.0,import
263,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Marruecos,Carretera,64315.0,import
264,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Marruecos,Carretera,51590.0,import
265,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Marruecos,Carretera,61366.0,import
276,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Sudán,Carretera,400308.0,import
290,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Camerún,Carretera,347641.0,import
291,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Camerún,Carretera,186900.0,import
303,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, México,Carretera,27.0,import
304,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, México,Carretera,90.0,import
305,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, México,Carretera,32.0,import
306,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, México,Carretera,176.0,import
307,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, México,Carretera,23079.0,import
316,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Surinam,Carretera,736877.0,import
333,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Perú,Carretera,3.0,import
339,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Perú,Aire,515.0,import
340,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Perú,Aire,175.0,import
355,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Chipre,Marítimo,24000.0,import
369,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Israel,Marítimo,162000.0,import
376,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Israel,Carretera,500.0,import
36,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Francia,Carretera,61556147.67,import
37,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Francia,Carretera,52886443.04,import
38,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Francia,Carretera,53513278.22,import
39,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Francia,Carretera,62297258.03,import
40,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Francia,Carretera,29181662.05,import
41,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Francia,Carretera,13294802.29,import
50,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Países Bajos,Carretera,8244925.37,import
51,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Países Bajos,Carretera,6914940.31,import
52,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Países Bajos,Carretera,7371301.27,import
53,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Países Bajos,Carretera,13625690.3,import
54,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Países Bajos,Carretera,4073363.97,import
55,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Países Bajos,Carretera,3719007.96,import
64,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Alemania,Marítimo,7.5,import
65,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Alemania,Marítimo,15.0,import
66,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Alemania,Marítimo,7.5,import
67,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Alemania,Marítimo,7.5,import
68,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Alemania,Marítimo,120007.5,import
69,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Alemania,Marítimo,250007.5,import
71,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Alemania,Carretera,863200.0,import
72,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Alemania,Carretera,55941.0,import
73,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Alemania,Carretera,36945.0,import
74,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Alemania,Carretera,100693.0,import
75,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Alemania,Carretera,447562.5,import
76,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Alemania,Carretera,961581.0,import
88,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Italia,Marítimo,420.0,import
92,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Italia,Carretera,139.0,import
93,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Italia,Carretera,18864.0,import
94,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Italia,Carretera,200370.0,import
95,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Italia,Carretera,4517.0,import
96,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Italia,Carretera,23003.0,import
106,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Reino Unido,Marítimo,6157993.0,import
107,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Reino Unido,Marítimo,5826305.0,import
