fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,010 Portugal (d.01/01/86),3  Carretera,"850585,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,010 Portugal (d.01/01/86),3  Carretera,"1094179,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,010 Portugal (d.01/01/86),3  Carretera,"2787543,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),Total modo transporte,"5899811,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,017 Bélgica (d.01/01/99),Total modo transporte,"2114831,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,017 Bélgica (d.01/01/99),Total modo transporte,"1709263,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,017 Bélgica (d.01/01/99),Total modo transporte,"282960,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,017 Bélgica (d.01/01/99),Total modo transporte,"99437,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,017 Bélgica (d.01/01/99),Total modo transporte,"465992,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,017 Bélgica (d.01/01/99),Total modo transporte,"1227328,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),1  Marítimo,"2250,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,017 Bélgica (d.01/01/99),1  Marítimo,"900,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,017 Bélgica (d.01/01/99),1  Marítimo,"450,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,017 Bélgica (d.01/01/99),1  Marítimo,"900,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),3  Carretera,"5897561,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,017 Bélgica (d.01/01/99),3  Carretera,"2114831,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,017 Bélgica (d.01/01/99),3  Carretera,"1709263,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,017 Bélgica (d.01/01/99),3  Carretera,"282960,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,017 Bélgica (d.01/01/99),3  Carretera,"98537,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,017 Bélgica (d.01/01/99),3  Carretera,"465542,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,017 Bélgica (d.01/01/99),3  Carretera,"1226428,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,018 Luxemburgo (d.01/01/99),Total modo transporte,"897500,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,018 Luxemburgo (d.01/01/99),Total modo transporte,"341160,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,018 Luxemburgo (d.01/01/99),Total modo transporte,"292500,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,018 Luxemburgo (d.01/01/99),Total modo transporte,"213440,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,018 Luxemburgo (d.01/01/99),Total modo transporte,"50400,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,018 Luxemburgo (d.01/01/99),Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,018 Luxemburgo (d.01/01/99),Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,018 Luxemburgo (d.01/01/99),3  Carretera,"897500,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,018 Luxemburgo (d.01/01/99),3  Carretera,"341160,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,018 Luxemburgo (d.01/01/99),3  Carretera,"292500,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,018 Luxemburgo (d.01/01/99),3  Carretera,"213440,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,018 Luxemburgo (d.01/01/99),3  Carretera,"50400,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,018 Luxemburgo (d.01/01/99),3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,018 Luxemburgo (d.01/01/99),3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,030 Suecia,Total modo transporte,"691107,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,030 Suecia,Total modo transporte,"306000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,030 Suecia,Total modo transporte,"334021,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,030 Suecia,Total modo transporte,"51042,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,030 Suecia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,030 Suecia,Total modo transporte,"22,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,030 Suecia,Total modo transporte,"22,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,030 Suecia,1  Marítimo,"691000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,030 Suecia,1  Marítimo,"306000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,030 Suecia,1  Marítimo,"334000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,030 Suecia,1  Marítimo,"51000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,030 Suecia,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,030 Suecia,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,030 Suecia,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,030 Suecia,3  Carretera,"107,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,030 Suecia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,030 Suecia,3  Carretera,"21,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,030 Suecia,3  Carretera,"42,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,030 Suecia,3  Carretera,
