fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,005 Italia,3  Carretera,"99066,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,005 Italia,3  Carretera,"131645,90"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,005 Italia,3  Carretera,"198081,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,005 Italia,3  Carretera,"168084,40"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,005 Italia,3  Carretera,"111326,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,006 Reino Unido,Total modo transporte,"13896076,80"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,006 Reino Unido,Total modo transporte,"371199,30"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,006 Reino Unido,Total modo transporte,"1,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,006 Reino Unido,Total modo transporte,"163665,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,006 Reino Unido,Total modo transporte,"1642755,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,006 Reino Unido,Total modo transporte,"3787584,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,006 Reino Unido,Total modo transporte,"7930872,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,006 Reino Unido,1  Marítimo,"1407379,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,006 Reino Unido,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,006 Reino Unido,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,006 Reino Unido,1  Marítimo,"64575,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,006 Reino Unido,1  Marítimo,"604446,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,006 Reino Unido,1  Marítimo,"685436,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,006 Reino Unido,1  Marítimo,"52922,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,006 Reino Unido,3  Carretera,"12488697,80"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,006 Reino Unido,3  Carretera,"371199,30"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,006 Reino Unido,3  Carretera,"1,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,006 Reino Unido,3  Carretera,"99090,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,006 Reino Unido,3  Carretera,"1038309,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,006 Reino Unido,3  Carretera,"3102148,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,006 Reino Unido,3  Carretera,"7877950,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,007 Irlanda,Total modo transporte,"693900,15"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,007 Irlanda,Total modo transporte,"93670,00"
