,producto,fecha,pais,transporte,kg,tipo
549,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Guinea Ecuatorial, Marítimo,6630.0,export
550,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Guinea Ecuatorial, Marítimo,9135.0,export
551,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Guinea Ecuatorial, Marítimo,6585.0,export
552,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Guinea Ecuatorial, Marítimo,3977.0,export
554,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Guinea Ecuatorial, Aire,4235.0,export
555,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, Guinea Ecuatorial, Aire,3465.0,export
556,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Guinea Ecuatorial, Aire,2000.0,export
557,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Guinea Ecuatorial, Aire,0.0,export
558,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Guinea Ecuatorial, Aire,0.0,export
559,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Guinea Ecuatorial, Aire,0.0,export
568,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Angola, Marítimo,0.0,export
569,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, Angola, Marítimo,0.0,export
570,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Angola, Marítimo,12100.0,export
571,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Angola, Marítimo,0.0,export
572,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Angola, Marítimo,0.0,export
573,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Angola, Marítimo,0.0,export
582,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, República Dominicana, Marítimo,0.0,export
583,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, República Dominicana, Marítimo,0.0,export
584,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, República Dominicana, Marítimo,0.0,export
585,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, República Dominicana, Marítimo,28.8,export
586,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, República Dominicana, Marítimo,0.0,export
587,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, República Dominicana, Marítimo,0.0,export
596,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Uruguay, Marítimo,94000.0,export
597,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, Uruguay, Marítimo,0.0,export
598,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Uruguay, Marítimo,0.0,export
599,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Uruguay, Marítimo,0.0,export
600,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Uruguay, Marítimo,0.0,export
601,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Uruguay, Marítimo,0.0,export
610,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Líbano, Marítimo,1560.0,export
611,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, Líbano, Marítimo,905.0,export
612,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Líbano, Marítimo,1600.0,export
613,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Líbano, Marítimo,0.0,export
614,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Líbano, Marítimo,0.0,export
615,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Líbano, Marítimo,0.0,export
624,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Jordania, Marítimo,0.0,export
625,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, Jordania, Marítimo,0.0,export
626,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Jordania, Marítimo,23000.0,export
627,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Jordania, Marítimo,0.0,export
628,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Jordania, Marítimo,0.0,export
629,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Jordania, Marítimo,0.0,export
638,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Arabia Saudí, Marítimo,0.0,export
639,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, Arabia Saudí, Marítimo,0.0,export
640,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Arabia Saudí, Marítimo,0.0,export
641,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Arabia Saudí, Marítimo,0.0,export
642,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Arabia Saudí, Marítimo,1300.0,export
643,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Arabia Saudí, Marítimo,0.0,export
652,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Kuwait, Marítimo,0.0,export
653,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, Kuwait, Marítimo,0.0,export
654,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Kuwait, Marítimo,0.0,export
655,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Kuwait, Marítimo,52000.0,export
656,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Kuwait, Marítimo,52000.0,export
657,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Kuwait, Marítimo,26000.0,export
666,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Emiratos Árabes Unidos, Marítimo,0.0,export
667,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, Emiratos Árabes Unidos, Marítimo,0.0,export
668,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Emiratos Árabes Unidos, Marítimo,0.0,export
669,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Emiratos Árabes Unidos, Marítimo,0.0,export
670,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Emiratos Árabes Unidos, Marítimo,25200.0,export
671,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Emiratos Árabes Unidos, Marítimo,0.0,export
673,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Emiratos Árabes Unidos, Aire,0.0,export
674,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, Emiratos Árabes Unidos, Aire,0.0,export
675,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Emiratos Árabes Unidos, Aire,1250.0,export
676,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Emiratos Árabes Unidos, Aire,5110.0,export
677,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Emiratos Árabes Unidos, Aire,0.0,export
678,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Emiratos Árabes Unidos, Aire,0.0,export
687,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Omán, Marítimo,0.0,export
688,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, Omán, Marítimo,0.0,export
689,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Omán, Marítimo,0.0,export
690,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Omán, Marítimo,0.0,export
691,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Omán, Marítimo,115200.0,export
692,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Omán, Marítimo,0.0,export
701,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, China, Aire,0.0,export
702,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, China, Aire,0.0,export
703,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, China, Aire,1.0,export
704,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, China, Aire,0.0,export
705,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, China, Aire,0.0,export
706,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, China, Aire,0.0,export
715,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Hong-Kong, Aire,11.1,export
716,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-11-01 00:00:00, Hong-Kong, Aire,9.66,export
717,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, Hong-Kong, Aire,40.0,export
718,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-09-01 00:00:00, Hong-Kong, Aire,225.0,export
719,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Hong-Kong, Aire,140.0,export
720,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Hong-Kong, Aire,102.0,export
36,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Francia, Carretera,704723.81,export
37,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Francia, Carretera,561140.4,export
38,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Francia, Carretera,716221.07,export
39,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Francia, Carretera,563483.02,export
40,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Francia, Carretera,578573.2,export
41,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Francia, Carretera,655335.79,export
50,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Países Bajos, Marítimo,0.0,export
51,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Países Bajos, Marítimo,20932.0,export
52,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Países Bajos, Marítimo,0.0,export
53,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Países Bajos, Marítimo,0.0,export
54,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Países Bajos, Marítimo,0.0,export
55,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Países Bajos, Marítimo,0.0,export
57,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Países Bajos, Carretera,367242.32,export
58,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Países Bajos, Carretera,117151.87,export
59,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Países Bajos, Carretera,318112.48,export
60,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Países Bajos, Carretera,271334.28,export
61,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Países Bajos, Carretera,1534811.0,export
62,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Países Bajos, Carretera,1425471.76,export
71,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Alemania, Marítimo,0.0,export
72,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Alemania, Marítimo,0.0,export
73,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Alemania, Marítimo,0.0,export
74,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Alemania, Marítimo,0.0,export
75,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Alemania, Marítimo,162570.0,export
76,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Alemania, Marítimo,311564.0,export
78,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Alemania, Carretera,53571.83,export
79,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Alemania, Carretera,53478.0,export
80,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Alemania, Carretera,3470.0,export
81,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Alemania, Carretera,106543.75,export
82,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Alemania, Carretera,6706069.0,export
83,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Alemania, Carretera,24994493.93,export
92,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Italia, Carretera,409670.0,export
93,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Italia, Carretera,398790.0,export
94,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Italia, Carretera,561711.0,export
95,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Italia, Carretera,227886.0,export
96,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Italia, Carretera,199402.05,export
97,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Italia, Carretera,71391.0,export
106,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Reino Unido, Marítimo,0.0,export
107,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Reino Unido, Marítimo,35915.0,export
108,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Reino Unido, Marítimo,25650.0,export
109,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Reino Unido, Marítimo,412947.0,export
110,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Reino Unido, Marítimo,959953.0,export
111,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Reino Unido, Marítimo,1721438.0,export
113,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Reino Unido, Carretera,157344.0,export
114,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Reino Unido, Carretera,78.0,export
115,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Reino Unido, Carretera,0.0,export
116,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Reino Unido, Carretera,611566.0,export
117,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Reino Unido, Carretera,1934612.0,export
118,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Reino Unido, Carretera,3416912.0,export
127,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Irlanda, Carretera,7580.7,export
128,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Irlanda, Carretera,16085.0,export
129,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Irlanda, Carretera,7560.0,export
130,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Irlanda, Carretera,8600.0,export
131,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Irlanda, Carretera,19200.0,export
132,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Irlanda, Carretera,545294.2,export
141,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Dinamarca, Marítimo,0.0,export
142,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Dinamarca, Marítimo,15362.0,export
143,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Dinamarca, Marítimo,0.0,export
144,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Dinamarca, Marítimo,389392.0,export
145,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Dinamarca, Marítimo,499939.0,export
146,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Dinamarca, Marítimo,531764.0,export
148,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Dinamarca, Carretera,0.0,export
149,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Dinamarca, Carretera,230215.0,export
150,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Dinamarca, Carretera,0.0,export
151,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Dinamarca, Carretera,673019.0,export
152,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Dinamarca, Carretera,449469.0,export
153,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Dinamarca, Carretera,691840.0,export
162,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Grecia, Carretera,11000.0,export
163,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Grecia, Carretera,4000.0,export
164,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Grecia, Carretera,2500.0,export
165,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Grecia, Carretera,8000.0,export
166,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Grecia, Carretera,8500.0,export
167,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Grecia, Carretera,7000.0,export
176,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Portugal, Carretera,14979823.17,export
177,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Portugal, Carretera,7481775.62,export
178,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Portugal, Carretera,8918006.13,export
179,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Portugal, Carretera,6221369.34,export
180,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Portugal, Carretera,2829969.41,export
181,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Portugal, Carretera,3608890.73,export
190,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Bélgica, Marítimo,0.0,export
191,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Bélgica, Marítimo,0.0,export
192,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Bélgica, Marítimo,0.0,export
193,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Bélgica, Marítimo,0.0,export
194,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Bélgica, Marítimo,0.0,export
195,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Bélgica, Marítimo,175894.0,export
197,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Bélgica, Carretera,186828.5,export
198,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Bélgica, Carretera,0.0,export
199,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Bélgica, Carretera,23000.0,export
200,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Bélgica, Carretera,106773.0,export
201,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Bélgica, Carretera,4546336.39,export
202,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Bélgica, Carretera,10841630.39,export
211,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Noruega, Carretera,0.0,export
212,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Noruega, Carretera,0.0,export
213,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Noruega, Carretera,0.0,export
214,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Noruega, Carretera,0.0,export
215,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Noruega, Carretera,1221897.0,export
216,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Noruega, Carretera,410981.0,export
225,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Finlandia, Marítimo,0.0,export
226,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Finlandia, Marítimo,2400.0,export
227,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Finlandia, Marítimo,0.0,export
228,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Finlandia, Marítimo,9600.0,export
229,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Finlandia, Marítimo,16800.0,export
230,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Finlandia, Marítimo,0.0,export
232,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Finlandia, Carretera,0.0,export
233,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Finlandia, Carretera,23388.0,export
234,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Finlandia, Carretera,0.0,export
235,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Finlandia, Carretera,283572.0,export
236,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Finlandia, Carretera,170420.0,export
237,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Finlandia, Carretera,0.0,export
246,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Austria, Carretera,0.0,export
247,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Austria, Carretera,0.0,export
248,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Austria, Carretera,0.0,export
249,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Austria, Carretera,0.0,export
250,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Austria, Carretera,1.0,export
251,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Austria, Carretera,0.0,export
260,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Suiza, Carretera,0.0,export
261,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Suiza, Carretera,0.0,export
262,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Suiza, Carretera,0.0,export
263,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Suiza, Carretera,0.0,export
264,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Suiza, Carretera,0.0,export
265,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Suiza, Carretera,5050.0,export
267,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Suiza, Aire,0.0,export
268,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Suiza, Aire,0.0,export
269,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Suiza, Aire,0.0,export
270,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Suiza, Aire,0.0,export
271,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Suiza, Aire,1.0,export
272,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Suiza, Aire,0.0,export
281,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Andorra, Carretera,205023.05,export
282,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Andorra, Carretera,225319.0,export
283,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Andorra, Carretera,205186.0,export
284,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Andorra, Carretera,167421.41,export
285,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Andorra, Carretera,147971.75,export
286,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Andorra, Carretera,182825.25,export
295,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Gibraltar, Carretera,88854.15,export
296,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Gibraltar, Carretera,84509.82,export
297,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Gibraltar, Carretera,97832.04,export
298,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Gibraltar, Carretera,72927.44,export
299,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Gibraltar, Carretera,77366.26,export
300,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Gibraltar, Carretera,81541.76,export
309,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Estonia, Carretera,0.0,export
310,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Estonia, Carretera,0.0,export
311,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Estonia, Carretera,0.0,export
312,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Estonia, Carretera,150.0,export
313,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Estonia, Carretera,49425.0,export
314,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Estonia, Carretera,65100.0,export
323,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Letonia, Carretera,0.0,export
324,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Letonia, Carretera,40.0,export
325,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Letonia, Carretera,0.0,export
326,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Letonia, Carretera,8364.0,export
327,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Letonia, Carretera,274860.0,export
328,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Letonia, Carretera,287905.0,export
337,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Lituania, Carretera,0.0,export
338,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Lituania, Carretera,0.0,export
339,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Lituania, Carretera,90.0,export
340,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Lituania, Carretera,23.0,export
