,producto,fecha,pais,transporte,kg
208,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Suecia, Marítimo,25000.0
209,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Suecia, Marítimo,0.0
210,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Suecia, Carretera,0.0
211,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Suecia, Carretera,30.0
212,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Suecia, Carretera,10.0
213,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Suecia, Carretera,32.0
214,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Suecia, Carretera,9.0
215,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Suecia, Carretera,74.0
222,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Austria, Carretera,0.0
223,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Austria, Carretera,1890.0
224,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Austria, Carretera,0.0
225,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Austria, Carretera,0.0
226,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Austria, Carretera,0.0
227,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Austria, Carretera,0.0
234,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
235,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Suiza (d.01/01/95), Carretera,110000.0
236,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Suiza (d.01/01/95), Carretera,132000.0
237,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Suiza (d.01/01/95), Carretera,59400.0
238,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
239,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
246,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Malta, Marítimo,0.0
247,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Malta, Marítimo,0.0
248,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Malta, Marítimo,0.0
249,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Malta, Marítimo,0.0
250,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Malta, Marítimo,50000.0
251,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Malta, Marítimo,50000.0
258,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Polonia, Carretera,157500.0
259,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Polonia, Carretera,0.0
260,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Polonia, Carretera,0.0
261,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Polonia, Carretera,23000.0
262,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Polonia, Carretera,0.0
263,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Polonia, Carretera,0.0
270,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Rumanía, Carretera,0.0
271,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Rumanía, Carretera,22500.0
272,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Rumanía, Carretera,0.0
273,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Rumanía, Carretera,0.0
274,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Rumanía, Carretera,0.0
275,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Rumanía, Carretera,0.0
282,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Marruecos, Marítimo,410504.0
283,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Marruecos, Marítimo,611395.0
284,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Marruecos, Marítimo,1328382.0
285,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Marruecos, Marítimo,1542434.0
286,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Marruecos, Marítimo,465560.0
287,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Marruecos, Marítimo,0.0
288,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Marruecos, Carretera,70098.0
289,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Marruecos, Carretera,59014.0
290,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Marruecos, Carretera,70644.0
291,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Marruecos, Carretera,55374.0
292,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Marruecos, Carretera,58225.0
293,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Marruecos, Carretera,52589.0
300,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Argelia, Marítimo,184440.0
301,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Argelia, Marítimo,23760.0
302,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Argelia, Marítimo,23760.0
303,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Argelia, Marítimo,0.0
304,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Argelia, Marítimo,0.0
305,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Argelia, Marítimo,0.0
312,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Egipto, Marítimo,0.0
313,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Egipto, Marítimo,75000.0
314,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Egipto, Marítimo,577500.0
315,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Egipto, Marítimo,474000.0
316,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Egipto, Marítimo,27500.0
317,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Egipto, Marítimo,0.0
318,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Egipto, Carretera,0.0
319,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Egipto, Carretera,0.0
320,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Egipto, Carretera,220000.0
321,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Egipto, Carretera,0.0
322,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Egipto, Carretera,0.0
323,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Egipto, Carretera,0.0
330,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Costa de Marfil, Carretera,45547.0
331,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Costa de Marfil, Carretera,0.0
332,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Costa de Marfil, Carretera,0.0
333,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Costa de Marfil, Carretera,0.0
334,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Costa de Marfil, Carretera,0.0
335,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Costa de Marfil, Carretera,0.0
342,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
343,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
344,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
345,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
346,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,158490.0
347,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
354,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Estados Unidos, Carretera,0.0
355,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Estados Unidos, Carretera,0.0
356,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Estados Unidos, Carretera,0.0
357,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Estados Unidos, Carretera,0.0
358,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Estados Unidos, Carretera,360.0
359,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Estados Unidos, Carretera,1668.0
366,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, México, Carretera,23.0
367,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, México, Carretera,5.0
368,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, México, Carretera,5.0
369,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, México, Carretera,0.0
370,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, México, Carretera,58.5
371,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, México, Carretera,0.0
378,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Perú, Aire,0.0
379,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Perú, Aire,0.0
380,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Perú, Aire,134.0
381,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Perú, Aire,209.0
382,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Perú, Aire,98.0
383,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Perú, Aire,162.0
390,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Chipre, Marítimo,0.0
391,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Chipre, Marítimo,0.0
392,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Chipre, Marítimo,0.0
393,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Chipre, Marítimo,24000.0
394,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Chipre, Marítimo,0.0
395,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Chipre, Marítimo,24320.0
402,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Israel, Marítimo,0.0
403,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Israel, Marítimo,405000.0
404,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Israel, Marítimo,3177900.0
405,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Israel, Marítimo,4206600.0
406,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Israel, Marítimo,648000.0
407,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Israel, Marítimo,243000.0
36,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Francia, Carretera,61141273.63
37,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Francia, Carretera,71680522.05
38,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Francia, Carretera,72165315.33
39,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Francia, Carretera,57935136.17
40,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Francia, Carretera,38776906.43
41,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Francia, Carretera,19034254.04
50,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Países Bajos, Carretera,10974219.6
51,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Países Bajos, Carretera,9008401.75
52,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Países Bajos, Carretera,12660106.05
53,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Países Bajos, Carretera,9907188.64
54,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Países Bajos, Carretera,7664291.73
55,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Países Bajos, Carretera,1552757.0
64,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Alemania, Marítimo,60010.0
65,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Alemania, Marítimo,220.0
66,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Alemania, Marítimo,235010.0
67,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Alemania, Marítimo,160090.0
68,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Alemania, Marítimo,120190.0
69,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Alemania, Marítimo,105270.0
71,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Alemania, Carretera,92449.0
72,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Alemania, Carretera,37394.4
73,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Alemania, Carretera,21061.05
74,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Alemania, Carretera,200563.7
75,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Alemania, Carretera,21170.2
76,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Alemania, Carretera,587.7
85,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Italia, Carretera,103.0
86,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Italia, Carretera,3877.0
87,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Italia, Carretera,352293.56
88,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Italia, Carretera,88775.0
89,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Italia, Carretera,30430.0
90,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Italia, Carretera,900.0
99,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Reino Unido, Marítimo,6395529.0
100,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Reino Unido, Marítimo,4809116.0
101,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Reino Unido, Marítimo,4204955.0
102,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Reino Unido, Marítimo,2045304.0
103,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Reino Unido, Marítimo,124750.0
104,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Reino Unido, Marítimo,50000.0
106,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Reino Unido, Carretera,906232.1
107,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Reino Unido, Carretera,923392.43
108,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Reino Unido, Carretera,1179890.0
109,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Reino Unido, Carretera,963415.35
110,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Reino Unido, Carretera,1076945.1
111,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Reino Unido, Carretera,132591.0
113,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Reino Unido, Aire,3.0
114,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Reino Unido, Aire,0.0
115,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Reino Unido, Aire,0.0
116,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Reino Unido, Aire,0.0
117,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Reino Unido, Aire,0.0
118,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Reino Unido, Aire,0.0
127,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Irlanda, Marítimo,265.5
128,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Irlanda, Marítimo,0.0
129,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Irlanda, Marítimo,0.0
130,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Irlanda, Marítimo,0.0
131,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Irlanda, Marítimo,0.0
132,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Irlanda, Marítimo,0.0
141,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Dinamarca, Marítimo,812220.0
142,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Dinamarca, Marítimo,817780.0
143,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Dinamarca, Marítimo,550000.0
144,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Dinamarca, Marítimo,365525.0
145,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Dinamarca, Marítimo,26620.0
146,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Dinamarca, Marítimo,27240.0
148,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Dinamarca, Carretera,24704.0
149,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Dinamarca, Carretera,77000.0
150,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Dinamarca, Carretera,270450.0
151,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Dinamarca, Carretera,370443.0
152,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Dinamarca, Carretera,170443.41
153,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Dinamarca, Carretera,24000.0
162,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Grecia, Carretera,0.0
163,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Grecia, Carretera,0.0
164,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Grecia, Carretera,46250.0
165,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Grecia, Carretera,13000.0
166,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Grecia, Carretera,0.0
167,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Grecia, Carretera,0.0
176,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Portugal (d.01/01/86), Marítimo,15400.0
177,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
178,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
179,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
180,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
181,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
183,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Portugal (d.01/01/86), Carretera,184525.0
184,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Portugal (d.01/01/86), Carretera,206820.0
185,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Portugal (d.01/01/86), Carretera,718964.63
186,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Portugal (d.01/01/86), Carretera,783497.5
187,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Portugal (d.01/01/86), Carretera,157536.63
188,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Portugal (d.01/01/86), Carretera,7306000.25
197,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
198,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Bélgica (d.01/01/99), Marítimo,1800.0
199,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
200,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Bélgica (d.01/01/99), Marítimo,900.0
201,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Bélgica (d.01/01/99), Marítimo,900.0
202,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
204,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Bélgica (d.01/01/99), Carretera,788278.0
205,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Bélgica (d.01/01/99), Carretera,1699176.0
206,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Bélgica (d.01/01/99), Carretera,1854435.0
207,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Bélgica (d.01/01/99), Carretera,4428651.95
208,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Bélgica (d.01/01/99), Carretera,4426518.0
209,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Bélgica (d.01/01/99), Carretera,1810937.0
218,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,655070.0
219,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,539650.0
220,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,554895.0
221,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,459154.0
222,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,295000.0
223,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,49200.0
232,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Suecia, Marítimo,127000.0
233,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Suecia, Marítimo,49800.0
234,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Suecia, Marítimo,52000.0
235,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Suecia, Marítimo,78000.0
236,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Suecia, Marítimo,26000.0
237,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Suecia, Marítimo,0.0
239,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Suecia, Carretera,11.0
240,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Suecia, Carretera,31.0
241,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Suecia, Carretera,0.0
242,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Suecia, Carretera,11.0
243,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Suecia, Carretera,22.0
244,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Suecia, Carretera,20.0
253,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
254,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Suiza (d.01/01/95), Carretera,22000.0
255,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Suiza (d.01/01/95), Carretera,12100.0
256,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
257,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
258,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
267,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Malta, Marítimo,0.0
268,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Malta, Marítimo,0.0
269,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Malta, Marítimo,0.0
270,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Malta, Marítimo,0.0
271,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Malta, Marítimo,25000.0
272,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Malta, Marítimo,0.0
281,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Polonia, Carretera,90000.0
282,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Polonia, Carretera,0.0
283,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Polonia, Carretera,0.0
284,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Polonia, Carretera,0.0
