,producto,fecha,pais,transporte,kg
307,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, México, Carretera,23079.0
316,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Surinam, Carretera,736877.0
317,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Surinam, Carretera,0.0
318,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Surinam, Carretera,0.0
319,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Surinam, Carretera,0.0
320,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Surinam, Carretera,0.0
321,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Surinam, Carretera,0.0
330,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Perú, Carretera,0.0
331,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Perú, Carretera,0.0
332,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Perú, Carretera,0.0
333,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Perú, Carretera,3.0
334,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Perú, Carretera,0.0
335,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Perú, Carretera,0.0
337,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Perú, Aire,0.0
338,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Perú, Aire,0.0
339,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Perú, Aire,515.0
340,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Perú, Aire,175.0
341,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Perú, Aire,0.0
342,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Perú, Aire,0.0
351,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Chipre, Marítimo,0.0
352,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Chipre, Marítimo,0.0
353,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Chipre, Marítimo,0.0
354,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Chipre, Marítimo,0.0
355,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Chipre, Marítimo,24000.0
356,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Chipre, Marítimo,0.0
365,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Israel, Marítimo,0.0
366,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Israel, Marítimo,0.0
367,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Israel, Marítimo,0.0
368,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Israel, Marítimo,0.0
369,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Israel, Marítimo,162000.0
370,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Israel, Marítimo,0.0
372,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Israel, Carretera,0.0
373,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Israel, Carretera,0.0
374,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Israel, Carretera,0.0
375,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Israel, Carretera,0.0
376,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Israel, Carretera,500.0
377,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Israel, Carretera,0.0
36,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Francia, Carretera,61556147.67
37,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Francia, Carretera,52886443.04
38,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Francia, Carretera,53513278.22
39,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Francia, Carretera,62297258.03
40,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Francia, Carretera,29181662.05
41,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Francia, Carretera,13294802.29
50,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Países Bajos, Carretera,8244925.37
51,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Países Bajos, Carretera,6914940.31
52,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Países Bajos, Carretera,7371301.27
53,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Países Bajos, Carretera,13625690.3
54,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Países Bajos, Carretera,4073363.97
55,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Países Bajos, Carretera,3719007.96
64,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Alemania, Marítimo,7.5
65,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Alemania, Marítimo,15.0
66,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Alemania, Marítimo,7.5
67,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Alemania, Marítimo,7.5
68,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Alemania, Marítimo,120007.5
69,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Alemania, Marítimo,250007.5
71,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Alemania, Carretera,863200.0
72,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Alemania, Carretera,55941.0
73,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Alemania, Carretera,36945.0
74,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Alemania, Carretera,100693.0
75,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Alemania, Carretera,447562.5
76,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Alemania, Carretera,961581.0
85,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Italia, Marítimo,0.0
86,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Italia, Marítimo,0.0
87,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Italia, Marítimo,0.0
88,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Italia, Marítimo,420.0
89,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Italia, Marítimo,0.0
90,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Italia, Marítimo,0.0
92,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Italia, Carretera,139.0
93,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Italia, Carretera,18864.0
94,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Italia, Carretera,200370.0
95,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Italia, Carretera,4517.0
96,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Italia, Carretera,23003.0
97,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Italia, Carretera,0.0
106,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Reino Unido, Marítimo,6157993.0
107,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Reino Unido, Marítimo,5826305.0
108,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Reino Unido, Marítimo,1634162.0
109,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Reino Unido, Marítimo,4355136.0
110,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Reino Unido, Marítimo,1587580.0
111,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Reino Unido, Marítimo,853140.0
113,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Reino Unido, Carretera,1842219.99
114,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Reino Unido, Carretera,1644448.1
115,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Reino Unido, Carretera,1374055.82
116,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Reino Unido, Carretera,1865040.13
117,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Reino Unido, Carretera,457898.8
118,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Reino Unido, Carretera,459085.2
127,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Irlanda, Carretera,0.0
128,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Irlanda, Carretera,2500.0
129,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Irlanda, Carretera,0.0
130,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Irlanda, Carretera,0.0
131,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Irlanda, Carretera,0.0
132,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Irlanda, Carretera,0.0
141,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Dinamarca, Marítimo,274825.0
142,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Dinamarca, Marítimo,246750.0
143,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Dinamarca, Marítimo,155200.0
144,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Dinamarca, Marítimo,618000.0
145,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Dinamarca, Marítimo,52250.0
146,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Dinamarca, Marítimo,82500.0
148,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Dinamarca, Carretera,229305.0
149,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Dinamarca, Carretera,46500.0
150,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Dinamarca, Carretera,41500.0
151,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Dinamarca, Carretera,24480.0
152,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Dinamarca, Carretera,48000.0
153,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Dinamarca, Carretera,24000.0
162,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Portugal (d.01/01/86), Carretera,969631.7
163,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Portugal (d.01/01/86), Carretera,1501649.08
164,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Portugal (d.01/01/86), Carretera,1031660.2
165,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Portugal (d.01/01/86), Carretera,2301768.08
166,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Portugal (d.01/01/86), Carretera,1049897.67
167,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Portugal (d.01/01/86), Carretera,6758850.54
176,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
177,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
178,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
179,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
180,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Bélgica (d.01/01/99), Marítimo,900.0
181,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Bélgica (d.01/01/99), Marítimo,900.0
183,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Bélgica (d.01/01/99), Carretera,2339764.0
184,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Bélgica (d.01/01/99), Carretera,1635672.0
185,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Bélgica (d.01/01/99), Carretera,2712281.0
186,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Bélgica (d.01/01/99), Carretera,3053631.0
187,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Bélgica (d.01/01/99), Carretera,4517073.0
188,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Bélgica (d.01/01/99), Carretera,1037384.0
197,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,496800.0
198,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,422650.0
199,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,396000.0
200,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,497850.0
201,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,348550.0
202,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,0.0
211,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Suecia, Marítimo,53000.0
212,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Suecia, Marítimo,0.0
213,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Suecia, Marítimo,28000.0
214,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Suecia, Marítimo,28000.0
215,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Suecia, Marítimo,0.0
216,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Suecia, Marítimo,0.0
218,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Suecia, Carretera,32.0
219,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Suecia, Carretera,20.0
220,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Suecia, Carretera,31.0
221,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Suecia, Carretera,0.0
222,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Suecia, Carretera,0.0
223,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Suecia, Carretera,42.0
232,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
233,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
234,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Suiza (d.01/01/95), Carretera,22000.0
235,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
236,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
237,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
246,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Malta, Marítimo,0.0
247,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Malta, Marítimo,0.0
248,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Malta, Marítimo,25000.0
249,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Malta, Marítimo,0.0
250,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Malta, Marítimo,25000.0
251,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Malta, Marítimo,74700.0
260,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Polonia, Carretera,157500.0
261,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Polonia, Carretera,22500.0
262,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Polonia, Carretera,0.0
263,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Polonia, Carretera,0.0
264,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Polonia, Carretera,0.0
265,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Polonia, Carretera,0.0
274,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Eslovenia (d.01/01/92), Carretera,0.0
275,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Eslovenia (d.01/01/92), Carretera,0.0
276,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Eslovenia (d.01/01/92), Carretera,0.0
277,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Eslovenia (d.01/01/92), Carretera,0.0
278,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Eslovenia (d.01/01/92), Carretera,0.0
279,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Eslovenia (d.01/01/92), Carretera,4950.0
288,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Marruecos, Marítimo,0.0
289,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Marruecos, Marítimo,238914.0
290,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Marruecos, Marítimo,124560.0
291,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Marruecos, Marítimo,315640.0
292,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Marruecos, Marítimo,222281.0
293,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Marruecos, Marítimo,0.0
295,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Marruecos, Carretera,106450.0
296,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Marruecos, Carretera,306220.0
297,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Marruecos, Carretera,242200.0
298,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Marruecos, Carretera,838260.0
299,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Marruecos, Carretera,78980.0
300,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Marruecos, Carretera,53430.0
309,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Argelia, Marítimo,0.0
310,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Argelia, Marítimo,22000.0
311,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Argelia, Marítimo,0.0
312,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Argelia, Marítimo,0.0
313,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Argelia, Marítimo,0.0
314,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Argelia, Marítimo,0.0
323,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Egipto, Marítimo,0.0
324,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Egipto, Marítimo,0.0
325,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Egipto, Marítimo,0.0
326,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Egipto, Marítimo,49500.0
327,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Egipto, Marítimo,0.0
328,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Egipto, Marítimo,0.0
337,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
338,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,1800.0
339,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
340,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
341,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
342,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
351,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Estados Unidos, Carretera,0.0
352,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Estados Unidos, Carretera,1800.0
353,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Estados Unidos, Carretera,0.0
354,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Estados Unidos, Carretera,0.0
355,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Estados Unidos, Carretera,0.0
356,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Estados Unidos, Carretera,0.0
365,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, México, Carretera,0.0
366,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, México, Carretera,0.0
367,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, México, Carretera,0.0
368,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, México, Carretera,0.0
369,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, México, Carretera,0.0
370,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, México, Carretera,9.0
379,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Costa Rica, Carretera,0.0
380,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Costa Rica, Carretera,0.0
381,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Costa Rica, Carretera,14040.0
382,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Costa Rica, Carretera,0.0
383,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Costa Rica, Carretera,0.0
384,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Costa Rica, Carretera,0.0
393,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Surinam, Carretera,18757.0
394,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Surinam, Carretera,0.0
395,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Surinam, Carretera,81830.0
396,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Surinam, Carretera,0.0
397,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Surinam, Carretera,46000.0
398,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Surinam, Carretera,0.0
407,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Perú, Marítimo,341.0
408,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Perú, Marítimo,0.0
409,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Perú, Marítimo,0.0
410,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Perú, Marítimo,0.0
411,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Perú, Marítimo,210.0
412,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Perú, Marítimo,322.0
414,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Perú, Aire,0.0
415,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Perú, Aire,0.0
416,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Perú, Aire,0.0
417,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Perú, Aire,0.0
418,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Perú, Aire,0.0
419,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Perú, Aire,154.0
428,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Chile, Carretera,0.0
429,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Chile, Carretera,266986.0
430,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Chile, Carretera,0.0
431,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Chile, Carretera,0.0
432,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Chile, Carretera,0.0
433,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Chile, Carretera,0.0
442,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Chipre, Marítimo,103200.0
443,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Chipre, Marítimo,202420.0
444,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Chipre, Marítimo,0.0
445,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Chipre, Marítimo,50000.0
446,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Chipre, Marítimo,49700.0
447,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Chipre, Marítimo,136525.0
456,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-01-01 00:00:00, Israel, Marítimo,0.0
